Job Title,Company Name,Rating,Experience,Salary,Location,Type,Skills Required
AI and Data Science Engineer,Shell,4.3,6-10 Yrs,Not disclosed,Bangalore,WFH,Python
NLP Data Scientist,Shell,4.3,3-5 Yrs,Not disclosed,Bangalore,WFH,Python
Applied Data Scientist,Amagi Media Labs,3.8,2-7 Yrs,Not disclosed,Bangalore,WFH,ML
AI and Data Science Engineer,Xoom,4.1,5-9 Yrs,Not disclosed,Bangalore,WFH,Management 
Data Scientist,Thoucentric,3.9,4-9 Yrs,Not disclosed,Bangalore,Hybrid,Python
Data Scientist,Dolby,4.5,5-8 Yrs,Not disclosed,Bangalore,WFH,SQL
Data Scientist - SageMaker,Winning Edge,3.7,5-9 Yrs,Not disclosed,Bangalore,WFH,ML
Analytics Data Scientist,Pylon Management Consulting,4.1,5-8 Yrs,Not disclosed,Hyderabad,WFH,SQL
Lead Data Scientist,Okda Solutions,4.1,2-7 Yrs,Not disclosed,Bangalore,WFH,ML
Data Scientist,NR Consulting,3.4,4-7 Yrs,Not disclosed,Mumbai,WFH,ML
Lead Data Scientist,RedBox HR Consulting,4.1,9-13 Yrs,Not disclosed,Gurgaon,WFH,Python
Business Consultant - R&D (Digital & Analytics),Dr Reddys,4.2,4-5 Yrs,Not disclosed,Hyderabad,WFH,Management 
Data Scientist - Machine Learning,Best Infosystems Ltd,4.1,5-10 Yrs,Not disclosed,Chennai,WFH,Python
NLP Data Scientist,Peoplefy Infosolutions,4.1,9-14 Yrs,Not disclosed,Mumbai,Hybrid,Python
Data Analytic | Fresher | Business Analytics,Creative Hands HR,4.1,0-4 Yrs,4.5-6 Lacs PA,Hyderabad,WFH,DataAanlysis
Analytics and Modeling Specialist,Accenture,4.1,5-10 Yrs,Not disclosed,Bangalore,WFH,Python
Anaplan Data Designer,Accenture,4.1,2-4 Yrs,Not disclosed,Gurgaon,WFH,Management 
Databricks Unified Data Analytics Platform Data Platform Engineer,Accenture,4.1,2-4 Yrs,Not disclosed,Mumbai,WFH,AWS
Databricks Unified Data Analytics Platform Data Platform Engineer,Accenture,4.1,2-4 Yrs,Not disclosed,Mumbai,WFH,Python
Online Data Analyst India,TELUS International,3.9,1-4 Yrs,Not disclosed,Hyderabad,WFH,ML
Data Analyst,Knoah Solutions Pvt Ltd,3.1,0-4 Yrs,Not disclosed,Hyderabad,WFH,Management 
Data Analyst - SQL,Mithra HR Consulting,4.1,3-5 Yrs,Not disclosed,Mumbai,WFH,Python
Lead Data Scientist,Sakon,3.5,8-11 Yrs,Not disclosed,Mumbai,Hybrid,SQL
Business Data Analyst - Modeling & Profiling,Career Infosystem,4.1,8-12 Yrs,Not disclosed,Mumbai,WFH,DataAanlysis
Energy Market Analyst- Data,Energy Exemplar,4.5,2-5 Yrs,Not disclosed,Mumbai,WFH,Management 
"Business Systems Analyst, Data Works",Google Asia Pacific,4.4,10-13 Yrs,Not disclosed,Hyderabad,WFH,ML
Data Analyst - Technology,Vayaa Systems,4.1,1-3 Yrs,Not disclosed,Hyderabad,WFH,SQL
Manager-Data Science,Cognitio Analytics,4.3,2-6 Yrs,Not disclosed,Gurgaon,WFH,SQL
Security Data Analyst / L2,Si Cyber,4.1,4-8 Yrs,Not disclosed,Mumbai,WFH,DataAanlysis
Lead Data Scientist,Service Now Planet,5,5-10 Yrs,Not disclosed,Hyderabad,WFH,Python
Manager-Data Science,Adidas,4,8-13 Yrs,Not disclosed,Chennai,WFH,Management 
Lead Data Scientist,RSM Astute Consulting,3.3,2-4 Yrs,Not disclosed,New Delhi,WFH,DataAanlysis
Senior Data/Analytics Engineer,5x Data,4.4,3-6 Yrs,Not disclosed,Hyderabad,WFH,ML
Senior Data/Analytics Engineer,5x,4.4,3-7 Yrs,Not disclosed,Hyderabad,WFH,ML
Senior Data Engineer,Savantys Solutions,4.1,5-10 Yrs,Not disclosed,Hyderabad,WFH,ML
Senior Data Engineer,Bitgo,4.1,3-7 Yrs,Not disclosed,Bangalore,WFH,SQL
Senior Data Engineer - Analytics,Asapp,4.1,3-6 Yrs,Not disclosed,Bangalore,WFH,SQL
Manager-Data Science,Exabeam,4,5-9 Yrs,Not disclosed,Bangalore,WFH,Management 
Senior Data Analyst,CarDekho,3.6,2-4 Yrs,Not disclosed,Gurgaon,WFH,SQL
Senior Analyst - Data Management,Accenture,4.1,3-6 Yrs,Not disclosed,Bangalore,WFH,Management 
Analytics Senior Analyst - Data Management,Accenture,4.1,5-8 Yrs,Not disclosed,Bangalore,WFH,Python
Analytics Senior Analyst - Data Visualization,Accenture,4.1,5-8 Yrs,Not disclosed,Bangalore,WFH,SQL
Analytics Senior Analyst-Data Visualization,Accenture,4.1,5-8 Yrs,Not disclosed,Bangalore,WFH,Python
Data Scientist,Novitas Infotech,4.1,3-7 Yrs,Not disclosed,Bangalore,WFH,Python
Data Scientist,Data Collection Infotech,4.1,0-4 Yrs,Not disclosed,Bangalore,WFH,Python
Data Scientist-Junior,Talentify,4.1,0-5 Yrs,8-10 Lacs PA,Chennai,Hybrid,Python
Junior Data Scientist,Mareana,3,0-2 Yrs,Not disclosed,Bangalore,WFH,ML
Lead Data Scientist,Siemens,4.2,4-9 Yrs,Not disclosed,Bangalore,WFH,Management 
"Expert, Data scientist",Schneider Electric,4.1,4-8 Yrs,Not disclosed,Bangalore,WFH,SQL
Associate Data Scientist,Hinduja Global Solutions (HGS),4,1-3 Yrs,Not disclosed,Bangalore,WFH,SQL
Data Scientist,Sony Corporation Of America,4.1,3-8 Yrs,Not disclosed,Bangalore,WFH,Management 
Lead Data Scientist,Wells Fargo,4.2,5-10 Yrs,Not disclosed,Hyderabad,WFH,Management 
Data Scientist / Decision Scientist,Maruti Suzuki,4.2,4-7 Yrs,Not disclosed,Gurgaon,WFH,AWS
Data Scientist I,Novartis,4.1,3-6 Yrs,Not disclosed,Hyderabad,WFH,Management 
AWS - Data bricks - Analytics Firm,Pylon Management Consulting,4.1,8-12 Yrs,20-35 Lacs PA,Hyderabad,Hybrid,AWS
Product Data Scientist,Sundial,4.1,0-7 Yrs,Not disclosed,Bangalore,WFH,Satistics
Data Scientist (Clinical Consultant/Clinical Data Scientist),ICON plc,4.1,5-6 Yrs,Not disclosed,Bangalore,WFH,Management 
Data Scientist,SAM Manpower  Career Services Llp,4.1,4-9 Yrs,18-20 Lacs PA,Bangalore,Hybrid,Python
Data Scientist,Akaike Technologies,4.1,0-6 Yrs,Not disclosed,Bangalore,WFH,SQL
Consultant- Data Scientist,Grant Thornton,3.8,2-6 Yrs,Not disclosed,Bangalore,WFH,SQL
Data Scientist,Essenware,4.3,6-8 Yrs,Not disclosed,Bangalore,WFH,AWS
Data Analytics,Goavega Software India,4.2,4-9 Yrs,Not disclosed,Bangalore,WFH,SQL
Machine Learning Engineer,Atlas Systems,3,4-6 Yrs,8-10 Lacs PA,Bangalore,WFH,ML
Computer Vision Engineer,Koireader Technologies,4.4,2-5 Yrs,Not disclosed,Bangalore,WFH,Python
Data Engineer,Hitachi Solutions,4.1,4-6 Yrs,Not disclosed,Hyderabad,WFH,AWS
Data Engineer - Global People Analytics,Boston Consulting Group,3.6,2-6 Yrs,Not disclosed,New Delhi,WFH,SQL
Databricks Unified Data Analytics Platform Data Platform Engineer,Accenture,4.1,8-10 Yrs,Not disclosed,Mumbai,WFH,AWS
Cloud Data Engineering (GCP/AWS/Azure),Iris Software,4.2,8-12 Yrs,Not disclosed,Gurgaon,Hybrid,Python
Data Engineer - Smart Building Analytics,Siemens,4.2,6-9 Yrs,Not disclosed,Mumbai,WFH,Management 
"Opening For Data Analyst | Pune, Kharadi",On Demand Agility Software,3.5,8-13 Yrs,25-40 Lacs PA,Mumbai,Hybrid,SQL
Data Analyst,Coforge Solutions,3.5,8-13 Yrs,Not disclosed,Mumbai,WFH,SQL
Data Analyst - Organic Chemistry,Perfect Digital Media Resources,4.4,2-5 Yrs,Not disclosed,Chennai,WFH,DataAanlysis
Data Services Analyst,Insentapp,4.1,2-7 Yrs,Not disclosed,Chennai,WFH,SQL
Data Services Analyst,Insent,4.1,2-6 Yrs,Not disclosed,Chennai,WFH,Management 
Data Analyst,Sanofi,4.4,1-3 Yrs,Not disclosed,Hyderabad,WFH,Management 
Data Analyst - Insurance,Serving Skill,4.1,4-9 Yrs,Not disclosed,Mumbai,WFH,SQL
Data Analyst - Insurance,Serving Skill,4.1,4-9 Yrs,Not disclosed,Mumbai,WFH,Python
Data Service Analyst,DAZN,4.4,1-4 Yrs,Not disclosed,Hyderabad,WFH,Management 
DATA ANALYST,Serving Skill,4.1,4-8 Yrs,Not disclosed,Mumbai,WFH,DataAanlysis
Data Analyst,Data Economy,4,3-5 Yrs,Not disclosed,Gurgaon,WFH,Management 
Data Analyst,Cogencis Information Services Ltd,3.9,1-2 Yrs,Not disclosed,Mumbai,WFH,DataAanlysis
Data Analyst,Bavel Systems,4.1,5-7 Yrs,Not disclosed,Mumbai,WFH,DataAanlysis
Lead Data Scientist,DAZN,4.4,5-7 Yrs,Not disclosed,Hyderabad,WFH,Python
Data Analyst,Fashion Tv India,4.2,1-4 Yrs,Not disclosed,Mumbai,WFH,Management 
DATA ANALYST,Serving Skill,4.1,2-5 Yrs,Not disclosed,Mumbai,WFH,DataAanlysis
Microsoft Azure Data Services Business Analyst,Accenture,4.1,4-6 Yrs,Not disclosed,Bangalore,WFH,SQL
Senior Data Scientist,Sophos,3.9,4-9 Yrs,Not disclosed,Hyderabad,WFH,ML
Senior Data Scientist,Sophos,3.9,5-10 Yrs,Not disclosed,Hyderabad,Full Time,ML
Senior Data Scientist- Immediate Requirement with CBRE D&T India,CBRE,4.2,9-14 Yrs,Not disclosed,Hyderabad,Hybrid,ML
BI Data Developer - S4,Medline India Pvt Ltd,4.1,7-12 Yrs,Not disclosed,Mumbai,Full Time,SQL
Senior Data Scientist (PhD) - Computer Vision,Vineet Tyre Center,4.1,2-7 Yrs,Not disclosed,Mumbai,Full Time,DeepLearning
Senior Data Scientist (PhD) - Computer Vision,Michelin,4,2-7 Yrs,Not disclosed,Mumbai,Full Time,DeepLearning
Senior Data Scientist,Alp Consulting,3.5,5-8 Yrs,Not disclosed,Bangalore,Full Time,ML
Senior Consultant - Data Analytics,All About It India,4.3,4-6 Yrs,Not disclosed,Hyderabad,Full Time,Management 
Manager-Data Science,The Smart Cube,3.8,8-10 Yrs,Not disclosed,Hyderabad,Full Time,Management 
Data Analytics Senior Associate Financial Service,Value Vision Management Consultants,4,5-8 Yrs,Not disclosed,Bangalore,Full Time,DataAanlysis
